userId,movieId,rating,timestamp
1787,2,5,2010-11-16 08:00:00+00:00
4740,3,5,2010-11-16 08:00:00+00:00
1187,2,5,2010-11-17 08:00:00+00:00
4167,3,5,2010-11-17 08:00:00+00:00
2478,2,5,2010-11-18 08:00:00+00:00
3414,2,5,2010-11-19 08:00:00+00:00
6815,2,4,2010-11-19 08:00:00+00:00
13291,3,5,2010-11-19 08:00:00+00:00
1308,3,4,2010-11-19 08:00:00+00:00
4857,1,3,2010-11-19 08:00:00+00:00
13930,3,5,2010-11-19 08:00:00+00:00
13709,1,4,2010-11-20 08:00:00+00:00
18192,3,5,2010-11-20 08:00:00+00:00
6790,3,5,2010-11-20 08:00:00+00:00
6674,3,5,2010-11-20 08:00:00+00:00
27153,3,4,2010-11-21 08:00:00+00:00
22477,2,4,2010-11-21 08:00:00+00:00
3207,2,5,2010-11-21 08:00:00+00:00
37023,3,4,2010-11-21 08:00:00+00:00
18376,2,5,2010-11-21 08:00:00+00:00
4622,2,4,2010-11-21 08:00:00+00:00
5492,2,5,2010-11-21 08:00:00+00:00
3417,2,2,2010-11-22 08:00:00+00:00
3017,3,5,2010-11-22 08:00:00+00:00
4926,2,4,2010-11-22 08:00:00+00:00
1274,2,5,2010-11-22 08:00:00+00:00
4119,1,4,2010-11-23 08:00:00+00:00
18175,3,4,2010-11-24 08:00:00+00:00
40184,2,5,2010-11-24 08:00:00+00:00
44109,2,4,2010-11-24 08:00:00+00:00
25346,1,4,2010-11-24 08:00:00+00:00
2605,1,4,2010-11-25 08:00:00+00:00
5607,2,5,2010-11-25 08:00:00+00:00
12396,3,5,2010-11-26 08:00:00+00:00
24146,2,5,2010-11-27 08:00:00+00:00
12675,2,3,2010-11-27 08:00:00+00:00
43765,1,4,2010-11-27 08:00:00+00:00
18393,1,3,2010-11-27 08:00:00+00:00
35563,2,5,2010-11-27 08:00:00+00:00
1543,3,5,2010-11-28 08:00:00+00:00
35128,2,4,2010-11-28 08:00:00+00:00
19979,1,4,2010-11-28 08:00:00+00:00
3042,2,5,2010-11-29 08:00:00+00:00
12486,1,2,2010-11-29 08:00:00+00:00
42799,2,4,2010-11-29 08:00:00+00:00
3641,3,4,2010-11-30 08:00:00+00:00
1978,2,5,2010-11-30 08:00:00+00:00
11742,1,4,2010-11-30 08:00:00+00:00
11089,1,2,2010-11-30 08:00:00+00:00
5741,3,5,2010-11-30 08:00:00+00:00
18199,1,1,2010-12-01 08:00:00+00:00
2998,3,5,2010-12-02 08:00:00+00:00
41524,3,4,2010-12-02 08:00:00+00:00
27955,3,4,2010-12-02 08:00:00+00:00
5949,2,3,2010-12-02 08:00:00+00:00
972,2,5,2010-12-02 08:00:00+00:00
19779,3,5,2010-12-02 08:00:00+00:00
32876,2,5,2010-12-03 08:00:00+00:00
22346,3,5,2010-12-03 08:00:00+00:00
2366,3,5,2010-12-03 08:00:00+00:00
6160,3,5,2010-12-03 08:00:00+00:00
16766,2,3,2010-12-03 08:00:00+00:00
6574,3,4,2010-12-03 08:00:00+00:00
6221,2,5,2010-12-03 08:00:00+00:00
38568,2,4,2010-12-03 08:00:00+00:00
1198,3,5,2010-12-04 08:00:00+00:00
3794,3,3,2010-12-04 08:00:00+00:00
1200,3,4,2010-12-04 08:00:00+00:00
2626,3,2,2010-12-04 08:00:00+00:00
3341,3,5,2010-12-04 08:00:00+00:00
1395,3,3,2010-12-04 08:00:00+00:00
5592,2,5,2010-12-05 08:00:00+00:00
27279,2,5,2010-12-06 08:00:00+00:00
965,1,3,2010-12-06 08:00:00+00:00
34674,3,3,2010-12-06 08:00:00+00:00
6635,2,5,2010-12-06 08:00:00+00:00
2932,2,4,2010-12-06 08:00:00+00:00
35131,3,5,2010-12-07 08:00:00+00:00
8581,3,4,2010-12-07 08:00:00+00:00
3200,3,4,2010-12-08 08:00:00+00:00
19870,2,4,2010-12-08 08:00:00+00:00
5403,2,5,2010-12-09 08:00:00+00:00
12211,3,3,2010-12-09 08:00:00+00:00
27587,2,5,2010-12-10 08:00:00+00:00
9401,3,3,2010-12-10 08:00:00+00:00
44244,3,4,2010-12-11 08:00:00+00:00
22491,2,5,2010-12-11 08:00:00+00:00
14253,2,4,2010-12-11 08:00:00+00:00
2320,3,4,2010-12-12 08:00:00+00:00
23908,3,3,2010-12-12 08:00:00+00:00
4377,1,4,2010-12-13 08:00:00+00:00
2739,2,5,2010-12-13 08:00:00+00:00
34591,2,4,2010-12-16 08:00:00+00:00
9346,3,5,2010-12-16 08:00:00+00:00
2428,3,4,2010-12-16 08:00:00+00:00
6288,3,5,2010-12-16 08:00:00+00:00
6473,1,3,2010-12-16 08:00:00+00:00
17662,2,3,2010-12-17 08:00:00+00:00
43848,3,5,2010-12-18 08:00:00+00:00
36379,1,4,2010-12-18 08:00:00+00:00
194,2,5,2010-12-18 08:00:00+00:00
26095,3,5,2010-12-20 08:00:00+00:00
29751,2,5,2010-12-20 08:00:00+00:00
36543,3,5,2010-12-20 08:00:00+00:00
23258,2,3,2010-12-20 08:00:00+00:00
848,3,4,2010-12-20 08:00:00+00:00
37887,2,4,2010-12-21 08:00:00+00:00
9523,1,3,2010-12-22 08:00:00+00:00
40700,1,4,2010-12-22 08:00:00+00:00
2398,3,5,2010-12-22 08:00:00+00:00
6448,2,4,2010-12-24 08:00:00+00:00
39705,3,4,2010-12-25 08:00:00+00:00
12766,3,3,2010-12-25 08:00:00+00:00
34588,2,3,2010-12-26 08:00:00+00:00
31497,3,2,2010-12-26 08:00:00+00:00
3477,3,2,2010-12-27 08:00:00+00:00
4633,3,4,2010-12-27 08:00:00+00:00
5283,3,2,2010-12-28 08:00:00+00:00
530,3,2,2010-12-28 08:00:00+00:00
2314,3,4,2010-12-28 08:00:00+00:00
44769,3,5,2010-12-28 08:00:00+00:00
29883,3,3,2010-12-29 08:00:00+00:00
5055,2,4,2010-12-29 08:00:00+00:00
8221,2,4,2010-12-29 08:00:00+00:00
11221,3,5,2010-12-30 08:00:00+00:00
6397,1,4,2010-12-30 08:00:00+00:00
4906,2,4,2010-12-30 08:00:00+00:00
5357,3,5,2010-12-30 08:00:00+00:00
40931,3,5,2010-12-30 08:00:00+00:00
4230,2,4,2010-12-31 08:00:00+00:00
2273,1,5,2010-12-31 08:00:00+00:00
24817,3,1,2011-01-02 08:00:00+00:00
29507,1,5,2011-01-02 08:00:00+00:00
5050,2,5,2011-01-03 08:00:00+00:00
5891,2,5,2011-01-03 08:00:00+00:00
25645,2,4,2011-01-04 08:00:00+00:00
1352,1,3,2011-01-04 08:00:00+00:00
2198,2,4,2011-01-04 08:00:00+00:00
928,3,5,2011-01-04 08:00:00+00:00
35478,2,4,2011-01-05 08:00:00+00:00
6648,1,5,2011-01-06 08:00:00+00:00
26440,1,3,2011-01-09 08:00:00+00:00
6311,1,3,2011-01-09 08:00:00+00:00
35031,1,4,2011-01-09 08:00:00+00:00
39145,3,2,2011-01-09 08:00:00+00:00
3933,3,3,2011-01-09 08:00:00+00:00
1451,3,3,2011-01-10 08:00:00+00:00
13797,2,3,2011-01-10 08:00:00+00:00
2168,1,5,2011-01-10 08:00:00+00:00
17179,3,5,2011-01-11 08:00:00+00:00
28093,3,4,2011-01-12 08:00:00+00:00
5539,3,3,2011-01-13 08:00:00+00:00
695,3,5,2011-01-18 08:00:00+00:00
31307,2,4,2011-01-20 08:00:00+00:00
5203,2,4,2011-01-21 08:00:00+00:00
4842,2,3,2011-01-21 08:00:00+00:00
122,3,5,2011-01-21 08:00:00+00:00
2173,3,5,2011-01-24 08:00:00+00:00
12952,2,5,2011-01-25 08:00:00+00:00
5202,4,5,2011-01-25 08:00:00+00:00
17179,4,4,2011-01-26 08:00:00+00:00
1433,2,5,2011-01-27 08:00:00+00:00
3345,2,3,2011-01-28 08:00:00+00:00
2566,3,5,2011-01-28 08:00:00+00:00
35932,1,2,2011-01-29 08:00:00+00:00
1130,1,5,2011-01-30 08:00:00+00:00
43477,3,5,2011-01-30 08:00:00+00:00
3308,3,4,2011-01-30 08:00:00+00:00
2841,2,2,2011-01-31 08:00:00+00:00
28821,5,5,2011-02-01 08:00:00+00:00
8669,5,3,2011-02-02 08:00:00+00:00
953,4,5,2011-02-02 08:00:00+00:00
487,3,5,2011-02-02 08:00:00+00:00
597,3,5,2011-02-02 08:00:00+00:00
6879,1,5,2011-02-03 08:00:00+00:00
25130,2,5,2011-02-03 08:00:00+00:00
372,3,3,2011-02-03 08:00:00+00:00
3594,3,5,2011-02-03 08:00:00+00:00
3247,3,5,2011-02-03 08:00:00+00:00
512,3,5,2011-02-04 08:00:00+00:00
30849,1,5,2011-02-05 08:00:00+00:00
20553,2,5,2011-02-05 08:00:00+00:00
28326,3,3,2011-02-07 08:00:00+00:00
21086,1,4,2011-02-07 08:00:00+00:00
6019,2,5,2011-02-08 08:00:00+00:00
380,2,5,2011-02-08 08:00:00+00:00
4494,5,5,2011-02-08 08:00:00+00:00
4756,3,4,2011-02-09 08:00:00+00:00
4012,1,4,2011-02-09 08:00:00+00:00
5738,3,3,2011-02-09 08:00:00+00:00
4584,2,5,2011-02-10 08:00:00+00:00
39020,3,2,2011-02-10 08:00:00+00:00
36683,2,5,2011-02-10 08:00:00+00:00
3602,2,5,2011-02-10 08:00:00+00:00
4311,1,4,2011-02-11 08:00:00+00:00
1039,2,4,2011-02-11 08:00:00+00:00
6882,3,3,2011-02-11 08:00:00+00:00
4766,4,5,2011-02-12 08:00:00+00:00
2906,6,5,2011-02-12 08:00:00+00:00
19327,3,5,2011-02-12 08:00:00+00:00
1944,6,5,2011-02-12 08:00:00+00:00
3494,2,5,2011-02-13 08:00:00+00:00
2747,4,5,2011-02-14 08:00:00+00:00
370,6,2,2011-02-15 08:00:00+00:00
44299,3,4,2011-02-15 08:00:00+00:00
21798,2,5,2011-02-15 08:00:00+00:00
5680,4,4,2011-02-16 08:00:00+00:00
5016,4,5,2011-02-16 08:00:00+00:00
17472,4,5,2011-02-16 08:00:00+00:00
21451,3,5,2011-02-17 08:00:00+00:00
1722,3,2,2011-02-17 08:00:00+00:00
21237,6,4,2011-02-18 08:00:00+00:00
4617,3,4,2011-02-18 08:00:00+00:00
3942,3,5,2011-02-20 08:00:00+00:00
39795,2,5,2011-02-20 08:00:00+00:00
528,2,2,2011-02-21 08:00:00+00:00
29280,6,5,2011-02-21 08:00:00+00:00
3068,3,5,2011-02-21 08:00:00+00:00
479,2,4,2011-02-22 08:00:00+00:00
5778,4,5,2011-02-22 08:00:00+00:00
3835,6,5,2011-02-22 08:00:00+00:00
36585,2,4,2011-02-23 08:00:00+00:00
36843,2,5,2011-02-23 08:00:00+00:00
36560,1,1,2011-02-24 08:00:00+00:00
7597,3,5,2011-02-24 08:00:00+00:00
3029,3,5,2011-02-25 08:00:00+00:00
1400,1,5,2011-02-25 08:00:00+00:00
9686,2,2,2011-02-25 08:00:00+00:00
11475,5,4,2011-02-27 08:00:00+00:00
12743,2,5,2011-02-27 08:00:00+00:00
24661,4,4,2011-03-01 08:00:00+00:00
20489,2,4,2011-03-01 08:00:00+00:00
5356,2,5,2011-03-02 08:00:00+00:00
14146,3,5,2011-03-03 08:00:00+00:00
7263,6,2,2011-03-03 08:00:00+00:00
3400,2,5,2011-03-04 08:00:00+00:00
1270,3,4,2011-03-04 08:00:00+00:00
5682,3,5,2011-03-04 08:00:00+00:00
1792,3,4,2011-03-06 08:00:00+00:00
39740,3,4,2011-03-06 08:00:00+00:00
28751,4,4,2011-03-06 08:00:00+00:00
29088,2,1,2011-03-08 08:00:00+00:00
24510,3,5,2011-03-09 08:00:00+00:00
24510,2,4,2011-03-09 08:00:00+00:00
2208,2,4,2011-03-10 08:00:00+00:00
7875,2,5,2011-03-10 08:00:00+00:00
4281,6,4,2011-03-11 08:00:00+00:00
2968,6,4,2011-03-14 07:00:00+00:00
3219,6,5,2011-03-15 07:00:00+00:00
4205,3,4,2011-03-15 07:00:00+00:00
5267,3,3,2011-03-15 07:00:00+00:00
3424,3,5,2011-03-16 07:00:00+00:00
3854,4,5,2011-03-16 07:00:00+00:00
5372,3,4,2011-03-16 07:00:00+00:00
1352,2,5,2011-03-16 07:00:00+00:00
995,2,2,2011-03-17 07:00:00+00:00
35191,2,3,2011-03-20 07:00:00+00:00
4913,1,5,2011-03-23 07:00:00+00:00
2792,2,4,2011-03-25 07:00:00+00:00
33172,2,5,2011-03-29 07:00:00+00:00
33271,2,5,2011-03-31 07:00:00+00:00
2551,2,5,2011-03-31 07:00:00+00:00
11707,2,1,2011-03-31 07:00:00+00:00
5187,2,5,2011-04-01 07:00:00+00:00
1382,1,4,2011-04-02 07:00:00+00:00
3814,1,3,2011-04-04 07:00:00+00:00
5459,3,5,2011-04-04 07:00:00+00:00
13272,1,4,2011-04-05 07:00:00+00:00
3009,3,2,2011-04-07 07:00:00+00:00
43569,3,4,2011-04-12 07:00:00+00:00
17440,4,5,2011-04-14 07:00:00+00:00
559,3,5,2011-04-15 07:00:00+00:00
1220,4,5,2011-04-15 07:00:00+00:00
2951,8,5,2011-04-20 07:00:00+00:00
1958,1,4,2011-04-22 07:00:00+00:00
10172,4,3,2011-04-22 07:00:00+00:00
10760,1,5,2011-04-26 07:00:00+00:00
3042,1,4,2011-04-26 07:00:00+00:00
2278,1,2,2011-04-27 07:00:00+00:00
4348,10,5,2011-04-27 07:00:00+00:00
6679,1,4,2011-04-28 07:00:00+00:00
5050,1,4,2011-04-28 07:00:00+00:00
2644,8,5,2011-04-29 07:00:00+00:00
10878,4,5,2011-04-30 07:00:00+00:00
17238,4,3,2011-05-03 07:00:00+00:00
5682,1,5,2011-05-03 07:00:00+00:00
11256,4,5,2011-05-04 07:00:00+00:00
1964,3,3,2011-05-04 07:00:00+00:00
1542,4,5,2011-05-04 07:00:00+00:00
19653,4,2,2011-05-06 07:00:00+00:00
6667,4,5,2011-05-06 07:00:00+00:00
40910,3,4,2011-05-06 07:00:00+00:00
34079,1,5,2011-05-07 07:00:00+00:00
2157,1,4,2011-05-08 07:00:00+00:00
23238,4,5,2011-05-10 07:00:00+00:00
21977,1,5,2011-05-11 07:00:00+00:00
9177,3,5,2011-05-12 07:00:00+00:00
957,1,5,2011-05-13 07:00:00+00:00
2428,4,5,2011-05-14 07:00:00+00:00
30138,4,5,2011-05-15 07:00:00+00:00
23051,4,4,2011-05-16 07:00:00+00:00
34696,2,3,2011-05-16 07:00:00+00:00
13665,4,5,2011-05-16 07:00:00+00:00
2895,8,2,2011-05-17 07:00:00+00:00
5736,8,5,2011-05-19 07:00:00+00:00
4040,4,5,2011-05-23 07:00:00+00:00
13276,4,4,2011-05-23 07:00:00+00:00
3127,4,5,2011-05-24 07:00:00+00:00
11100,4,4,2011-05-24 07:00:00+00:00
6330,1,5,2011-05-24 07:00:00+00:00
12907,4,5,2011-06-02 07:00:00+00:00
5799,3,3,2011-06-03 07:00:00+00:00
4886,4,5,2011-06-03 07:00:00+00:00
6085,1,4,2011-06-04 07:00:00+00:00
3102,4,3,2011-06-04 07:00:00+00:00
20473,1,5,2011-06-05 07:00:00+00:00
1514,3,4,2011-06-07 07:00:00+00:00
2066,4,4,2011-06-07 07:00:00+00:00
40389,3,3,2011-06-08 07:00:00+00:00
15563,3,3,2011-06-08 07:00:00+00:00
5605,1,4,2011-06-08 07:00:00+00:00
34240,3,4,2011-06-09 07:00:00+00:00
3091,3,3,2011-06-09 07:00:00+00:00
8437,1,2,2011-06-10 07:00:00+00:00
4337,4,5,2011-06-10 07:00:00+00:00
36456,1,2,2011-06-10 07:00:00+00:00
4015,1,5,2011-06-10 07:00:00+00:00
17996,3,4,2011-06-11 07:00:00+00:00
4268,1,5,2011-06-11 07:00:00+00:00
4892,1,3,2011-06-11 07:00:00+00:00
6263,4,4,2011-06-12 07:00:00+00:00
2504,3,2,2011-06-12 07:00:00+00:00
6202,4,5,2011-06-12 07:00:00+00:00
6011,1,5,2011-06-13 07:00:00+00:00
34387,1,3,2011-06-13 07:00:00+00:00
4330,8,1,2011-06-14 07:00:00+00:00
4109,4,3,2011-06-14 07:00:00+00:00
980,3,5,2011-06-15 07:00:00+00:00
39323,10,5,2011-06-15 07:00:00+00:00
36776,10,5,2011-06-15 07:00:00+00:00
26002,10,5,2011-06-15 07:00:00+00:00
37242,3,1,2011-06-15 07:00:00+00:00
6223,3,5,2011-06-16 07:00:00+00:00
40615,10,5,2011-06-16 07:00:00+00:00
1514,4,3,2011-06-16 07:00:00+00:00
31137,10,4,2011-06-16 07:00:00+00:00
5254,8,5,2011-06-16 07:00:00+00:00
6263,3,5,2011-06-16 07:00:00+00:00
25404,3,4,2011-06-16 07:00:00+00:00
1692,1,4,2011-06-17 07:00:00+00:00
17266,1,4,2011-06-17 07:00:00+00:00
6012,1,5,2011-06-17 07:00:00+00:00
26599,10,5,2011-06-17 07:00:00+00:00
37242,10,4,2011-06-17 07:00:00+00:00
32138,3,5,2011-06-17 07:00:00+00:00
3934,4,5,2011-06-17 07:00:00+00:00
2551,10,4,2011-06-18 07:00:00+00:00
1947,10,4,2011-06-18 07:00:00+00:00
2677,1,3,2011-06-18 07:00:00+00:00
2999,3,3,2011-06-18 07:00:00+00:00
6503,3,5,2011-06-19 07:00:00+00:00
39422,10,5,2011-06-19 07:00:00+00:00
5778,10,5,2011-06-19 07:00:00+00:00
2504,10,5,2011-06-19 07:00:00+00:00
7580,10,5,2011-06-19 07:00:00+00:00
890,10,5,2011-06-20 07:00:00+00:00
1413,10,5,2011-06-20 07:00:00+00:00
33704,3,1,2011-06-21 07:00:00+00:00
4236,10,5,2011-06-21 07:00:00+00:00
4181,10,5,2011-06-21 07:00:00+00:00
14506,10,4,2011-06-21 07:00:00+00:00
6538,10,5,2011-06-21 07:00:00+00:00
4043,1,4,2011-06-22 07:00:00+00:00
25726,10,5,2011-06-23 07:00:00+00:00
31418,10,5,2011-06-23 07:00:00+00:00
6692,12,5,2011-06-23 07:00:00+00:00
7672,3,5,2011-06-24 07:00:00+00:00
16150,3,3,2011-06-24 07:00:00+00:00
10185,4,5,2011-06-24 07:00:00+00:00
2568,10,5,2011-06-24 07:00:00+00:00
25426,3,3,2011-06-25 07:00:00+00:00
6721,10,5,2011-06-26 07:00:00+00:00
1543,4,4,2011-06-26 07:00:00+00:00
3255,4,4,2011-06-27 07:00:00+00:00
42463,4,5,2011-06-27 07:00:00+00:00
3255,3,4,2011-06-27 07:00:00+00:00
18736,1,5,2011-06-27 07:00:00+00:00
4189,1,4,2011-06-27 07:00:00+00:00
39550,3,4,2011-06-28 07:00:00+00:00
40145,10,4,2011-06-28 07:00:00+00:00
5014,4,5,2011-06-29 07:00:00+00:00
17698,4,5,2011-06-29 07:00:00+00:00
3329,4,5,2011-06-29 07:00:00+00:00
2756,1,4,2011-06-29 07:00:00+00:00
11637,10,5,2011-06-30 07:00:00+00:00
6202,10,5,2011-07-01 07:00:00+00:00
4714,12,4,2011-07-02 07:00:00+00:00
11568,4,5,2011-07-02 07:00:00+00:00
16409,3,4,2011-07-03 07:00:00+00:00
23755,10,5,2011-07-03 07:00:00+00:00
32991,3,4,2011-07-03 07:00:00+00:00
19603,4,3,2011-07-03 07:00:00+00:00
6676,4,5,2011-07-04 07:00:00+00:00
1978,3,5,2011-07-04 07:00:00+00:00
6311,10,5,2011-07-05 07:00:00+00:00
1172,1,4,2011-07-05 07:00:00+00:00
1058,1,5,2011-07-05 07:00:00+00:00
37000,1,4,2011-07-05 07:00:00+00:00
4384,3,3,2011-07-05 07:00:00+00:00
13950,10,2,2011-07-05 07:00:00+00:00
3593,1,4,2011-07-06 07:00:00+00:00
3127,8,5,2011-07-06 07:00:00+00:00
552,4,5,2011-07-08 07:00:00+00:00
40427,10,5,2011-07-09 07:00:00+00:00
5444,4,3,2011-07-10 07:00:00+00:00
2278,10,4,2011-07-11 07:00:00+00:00
13950,3,2,2011-07-12 07:00:00+00:00
27474,1,5,2011-07-12 07:00:00+00:00
29485,10,5,2011-07-13 07:00:00+00:00
9178,4,5,2011-07-14 07:00:00+00:00
5056,10,4,2011-07-15 07:00:00+00:00
1218,9,5,2011-07-15 07:00:00+00:00
9733,1,5,2011-07-15 07:00:00+00:00
3031,2,5,2011-07-15 07:00:00+00:00
24567,1,3,2011-07-16 07:00:00+00:00
980,9,5,2011-07-16 07:00:00+00:00
4886,1,4,2011-07-16 07:00:00+00:00
39091,3,1,2011-07-16 07:00:00+00:00
3934,1,5,2011-07-19 07:00:00+00:00
2704,3,2,2011-07-19 07:00:00+00:00
34844,4,5,2011-07-19 07:00:00+00:00
6068,4,3,2011-07-20 07:00:00+00:00
2998,1,4,2011-07-20 07:00:00+00:00
29847,1,4,2011-07-20 07:00:00+00:00
37137,3,5,2011-07-20 07:00:00+00:00
24790,3,4,2011-07-20 07:00:00+00:00
4351,10,5,2011-07-21 07:00:00+00:00
38228,1,4,2011-07-21 07:00:00+00:00
38228,9,5,2011-07-21 07:00:00+00:00
2531,9,5,2011-07-21 07:00:00+00:00
2859,12,3,2011-07-22 07:00:00+00:00
22893,1,4,2011-07-23 07:00:00+00:00
3844,9,5,2011-07-23 07:00:00+00:00
12432,3,4,2011-07-23 07:00:00+00:00
43029,9,5,2011-07-25 07:00:00+00:00
11628,3,2,2011-07-26 07:00:00+00:00
2998,4,2,2011-07-26 07:00:00+00:00
3329,9,5,2011-07-27 07:00:00+00:00
13041,10,3,2011-07-27 07:00:00+00:00
3965,10,5,2011-07-27 07:00:00+00:00
16898,1,4,2011-07-28 07:00:00+00:00
159,4,5,2011-07-28 07:00:00+00:00
16898,4,4,2011-07-28 07:00:00+00:00
3895,12,2,2011-07-28 07:00:00+00:00
8148,1,1,2011-07-29 07:00:00+00:00
13681,1,3,2011-07-29 07:00:00+00:00
38750,10,5,2011-07-29 07:00:00+00:00
3348,3,5,2011-07-30 07:00:00+00:00
4111,4,4,2011-07-30 07:00:00+00:00
40504,4,3,2011-07-30 07:00:00+00:00
5979,10,4,2011-07-30 07:00:00+00:00
3424,1,2,2011-07-31 07:00:00+00:00
