,userId,movieId,rating,timestamp
102,928,2,5,2010-11-07 07:00:00+00:00
104,11389,2,4,2010-11-08 08:00:00+00:00
106,320,2,4,2010-11-10 08:00:00+00:00
107,42071,3,3,2010-11-10 08:00:00+00:00
108,4770,3,2,2010-11-10 08:00:00+00:00
109,4171,2,2,2010-11-10 08:00:00+00:00
111,1222,3,5,2010-11-11 08:00:00+00:00
112,23821,2,5,2010-11-11 08:00:00+00:00
114,620,3,4,2010-11-12 08:00:00+00:00
115,218,3,3,2010-11-13 08:00:00+00:00
116,40670,1,5,2010-11-14 08:00:00+00:00
117,10166,1,5,2010-11-15 08:00:00+00:00
118,6128,2,2,2010-11-16 08:00:00+00:00
119,4770,1,3,2010-11-16 08:00:00+00:00
120,2951,1,5,2010-11-16 08:00:00+00:00
123,1187,2,5,2010-11-17 08:00:00+00:00
125,2478,2,5,2010-11-18 08:00:00+00:00
127,6815,2,4,2010-11-19 08:00:00+00:00
128,13291,3,5,2010-11-19 08:00:00+00:00
130,4857,1,3,2010-11-19 08:00:00+00:00
131,13930,3,5,2010-11-19 08:00:00+00:00
132,13709,1,4,2010-11-20 08:00:00+00:00
134,6790,3,5,2010-11-20 08:00:00+00:00
135,6674,3,5,2010-11-20 08:00:00+00:00
136,27153,3,4,2010-11-21 08:00:00+00:00
137,22477,2,4,2010-11-21 08:00:00+00:00
138,3207,2,5,2010-11-21 08:00:00+00:00
139,37023,3,4,2010-11-21 08:00:00+00:00
140,18376,2,5,2010-11-21 08:00:00+00:00
141,4622,2,4,2010-11-21 08:00:00+00:00
142,5492,2,5,2010-11-21 08:00:00+00:00
143,3417,2,2,2010-11-22 08:00:00+00:00
144,3017,3,5,2010-11-22 08:00:00+00:00
145,4926,2,4,2010-11-22 08:00:00+00:00
146,1274,2,5,2010-11-22 08:00:00+00:00
147,4119,1,4,2010-11-23 08:00:00+00:00
149,40184,2,5,2010-11-24 08:00:00+00:00
151,25346,1,4,2010-11-24 08:00:00+00:00
152,2605,1,4,2010-11-25 08:00:00+00:00
153,5607,2,5,2010-11-25 08:00:00+00:00
154,12396,3,5,2010-11-26 08:00:00+00:00
155,24146,2,5,2010-11-27 08:00:00+00:00
156,12675,2,3,2010-11-27 08:00:00+00:00
157,43765,1,4,2010-11-27 08:00:00+00:00
158,18393,1,3,2010-11-27 08:00:00+00:00
159,35563,2,5,2010-11-27 08:00:00+00:00
160,1543,3,5,2010-11-28 08:00:00+00:00
161,35128,2,4,2010-11-28 08:00:00+00:00
163,3042,2,5,2010-11-29 08:00:00+00:00
167,1978,2,5,2010-11-30 08:00:00+00:00
168,11742,1,4,2010-11-30 08:00:00+00:00
169,11089,1,2,2010-11-30 08:00:00+00:00
170,5741,3,5,2010-11-30 08:00:00+00:00
172,2998,3,5,2010-12-02 08:00:00+00:00
174,27955,3,4,2010-12-02 08:00:00+00:00
175,5949,2,3,2010-12-02 08:00:00+00:00
176,972,2,5,2010-12-02 08:00:00+00:00
177,19779,3,5,2010-12-02 08:00:00+00:00
178,32876,2,5,2010-12-03 08:00:00+00:00
179,22346,3,5,2010-12-03 08:00:00+00:00
180,2366,3,5,2010-12-03 08:00:00+00:00
181,6160,3,5,2010-12-03 08:00:00+00:00
184,6221,2,5,2010-12-03 08:00:00+00:00
186,1198,3,5,2010-12-04 08:00:00+00:00
187,3794,3,3,2010-12-04 08:00:00+00:00
188,1200,3,4,2010-12-04 08:00:00+00:00
189,2626,3,2,2010-12-04 08:00:00+00:00
190,3341,3,5,2010-12-04 08:00:00+00:00
191,1395,3,3,2010-12-04 08:00:00+00:00
192,5592,2,5,2010-12-05 08:00:00+00:00
193,27279,2,5,2010-12-06 08:00:00+00:00
194,965,1,3,2010-12-06 08:00:00+00:00
196,6635,2,5,2010-12-06 08:00:00+00:00
197,2932,2,4,2010-12-06 08:00:00+00:00
198,35131,3,5,2010-12-07 08:00:00+00:00
199,8581,3,4,2010-12-07 08:00:00+00:00
200,3200,3,4,2010-12-08 08:00:00+00:00
202,5403,2,5,2010-12-09 08:00:00+00:00
203,12211,3,3,2010-12-09 08:00:00+00:00
204,27587,2,5,2010-12-10 08:00:00+00:00
205,9401,3,3,2010-12-10 08:00:00+00:00
206,44244,3,4,2010-12-11 08:00:00+00:00
207,22491,2,5,2010-12-11 08:00:00+00:00
208,14253,2,4,2010-12-11 08:00:00+00:00
210,23908,3,3,2010-12-12 08:00:00+00:00
211,4377,1,4,2010-12-13 08:00:00+00:00
212,2739,2,5,2010-12-13 08:00:00+00:00
213,34591,2,4,2010-12-16 08:00:00+00:00
214,9346,3,5,2010-12-16 08:00:00+00:00
215,2428,3,4,2010-12-16 08:00:00+00:00
216,6288,3,5,2010-12-16 08:00:00+00:00
217,6473,1,3,2010-12-16 08:00:00+00:00
218,17662,2,3,2010-12-17 08:00:00+00:00
219,43848,3,5,2010-12-18 08:00:00+00:00
220,36379,1,4,2010-12-18 08:00:00+00:00
222,26095,3,5,2010-12-20 08:00:00+00:00
223,29751,2,5,2010-12-20 08:00:00+00:00
224,36543,3,5,2010-12-20 08:00:00+00:00
226,848,3,4,2010-12-20 08:00:00+00:00
227,37887,2,4,2010-12-21 08:00:00+00:00
228,9523,1,3,2010-12-22 08:00:00+00:00
229,40700,1,4,2010-12-22 08:00:00+00:00
230,2398,3,5,2010-12-22 08:00:00+00:00
231,6448,2,4,2010-12-24 08:00:00+00:00
234,34588,2,3,2010-12-26 08:00:00+00:00
235,31497,3,2,2010-12-26 08:00:00+00:00
236,3477,3,2,2010-12-27 08:00:00+00:00
238,5283,3,2,2010-12-28 08:00:00+00:00
239,530,3,2,2010-12-28 08:00:00+00:00
240,2314,3,4,2010-12-28 08:00:00+00:00
242,29883,3,3,2010-12-29 08:00:00+00:00
243,5055,2,4,2010-12-29 08:00:00+00:00
244,8221,2,4,2010-12-29 08:00:00+00:00
245,11221,3,5,2010-12-30 08:00:00+00:00
246,6397,1,4,2010-12-30 08:00:00+00:00
247,4906,2,4,2010-12-30 08:00:00+00:00
248,5357,3,5,2010-12-30 08:00:00+00:00
249,40931,3,5,2010-12-30 08:00:00+00:00
251,2273,1,5,2010-12-31 08:00:00+00:00
252,24817,3,1,2011-01-02 08:00:00+00:00
253,29507,1,5,2011-01-02 08:00:00+00:00
255,5891,2,5,2011-01-03 08:00:00+00:00
257,1352,1,3,2011-01-04 08:00:00+00:00
258,2198,2,4,2011-01-04 08:00:00+00:00
259,928,3,5,2011-01-04 08:00:00+00:00
260,35478,2,4,2011-01-05 08:00:00+00:00
261,6648,1,5,2011-01-06 08:00:00+00:00
262,26440,1,3,2011-01-09 08:00:00+00:00
263,6311,1,3,2011-01-09 08:00:00+00:00
264,35031,1,4,2011-01-09 08:00:00+00:00
265,39145,3,2,2011-01-09 08:00:00+00:00
266,3933,3,3,2011-01-09 08:00:00+00:00
269,2168,1,5,2011-01-10 08:00:00+00:00
270,17179,3,5,2011-01-11 08:00:00+00:00
271,28093,3,4,2011-01-12 08:00:00+00:00
272,5539,3,3,2011-01-13 08:00:00+00:00
273,695,3,5,2011-01-18 08:00:00+00:00
274,31307,2,4,2011-01-20 08:00:00+00:00
276,4842,2,3,2011-01-21 08:00:00+00:00
277,122,3,5,2011-01-21 08:00:00+00:00
278,2173,3,5,2011-01-24 08:00:00+00:00
279,12952,2,5,2011-01-25 08:00:00+00:00
280,5202,4,5,2011-01-25 08:00:00+00:00
281,17179,4,4,2011-01-26 08:00:00+00:00
282,1433,2,5,2011-01-27 08:00:00+00:00
283,3345,2,3,2011-01-28 08:00:00+00:00
284,2566,3,5,2011-01-28 08:00:00+00:00
286,1130,1,5,2011-01-30 08:00:00+00:00
287,43477,3,5,2011-01-30 08:00:00+00:00
288,3308,3,4,2011-01-30 08:00:00+00:00
289,2841,2,2,2011-01-31 08:00:00+00:00
291,8669,5,3,2011-02-02 08:00:00+00:00
292,953,4,5,2011-02-02 08:00:00+00:00
293,487,3,5,2011-02-02 08:00:00+00:00
295,6879,1,5,2011-02-03 08:00:00+00:00
296,25130,2,5,2011-02-03 08:00:00+00:00
297,372,3,3,2011-02-03 08:00:00+00:00
298,3594,3,5,2011-02-03 08:00:00+00:00
299,3247,3,5,2011-02-03 08:00:00+00:00
300,512,3,5,2011-02-04 08:00:00+00:00
301,30849,1,5,2011-02-05 08:00:00+00:00
302,20553,2,5,2011-02-05 08:00:00+00:00
303,28326,3,3,2011-02-07 08:00:00+00:00
305,6019,2,5,2011-02-08 08:00:00+00:00
306,380,2,5,2011-02-08 08:00:00+00:00
308,4756,3,4,2011-02-09 08:00:00+00:00
309,4012,1,4,2011-02-09 08:00:00+00:00
310,5738,3,3,2011-02-09 08:00:00+00:00
311,4584,2,5,2011-02-10 08:00:00+00:00
312,39020,3,2,2011-02-10 08:00:00+00:00
314,3602,2,5,2011-02-10 08:00:00+00:00
315,4311,1,4,2011-02-11 08:00:00+00:00
316,1039,2,4,2011-02-11 08:00:00+00:00
318,4766,4,5,2011-02-12 08:00:00+00:00
319,2906,6,5,2011-02-12 08:00:00+00:00
321,1944,6,5,2011-02-12 08:00:00+00:00
322,3494,2,5,2011-02-13 08:00:00+00:00
323,2747,4,5,2011-02-14 08:00:00+00:00
324,370,6,2,2011-02-15 08:00:00+00:00
326,21798,2,5,2011-02-15 08:00:00+00:00
327,5680,4,4,2011-02-16 08:00:00+00:00
328,5016,4,5,2011-02-16 08:00:00+00:00
329,17472,4,5,2011-02-16 08:00:00+00:00
330,21451,3,5,2011-02-17 08:00:00+00:00
331,1722,3,2,2011-02-17 08:00:00+00:00
332,21237,6,4,2011-02-18 08:00:00+00:00
333,4617,3,4,2011-02-18 08:00:00+00:00
334,3942,3,5,2011-02-20 08:00:00+00:00
335,39795,2,5,2011-02-20 08:00:00+00:00
336,528,2,2,2011-02-21 08:00:00+00:00
337,29280,6,5,2011-02-21 08:00:00+00:00
338,3068,3,5,2011-02-21 08:00:00+00:00
339,479,2,4,2011-02-22 08:00:00+00:00
340,5778,4,5,2011-02-22 08:00:00+00:00
341,3835,6,5,2011-02-22 08:00:00+00:00
342,36585,2,4,2011-02-23 08:00:00+00:00
344,36560,1,1,2011-02-24 08:00:00+00:00
345,7597,3,5,2011-02-24 08:00:00+00:00
346,3029,3,5,2011-02-25 08:00:00+00:00
347,1400,1,5,2011-02-25 08:00:00+00:00
348,9686,2,2,2011-02-25 08:00:00+00:00
349,11475,5,4,2011-02-27 08:00:00+00:00
350,12743,2,5,2011-02-27 08:00:00+00:00
351,24661,4,4,2011-03-01 08:00:00+00:00
352,20489,2,4,2011-03-01 08:00:00+00:00
353,5356,2,5,2011-03-02 08:00:00+00:00
354,14146,3,5,2011-03-03 08:00:00+00:00
355,7263,6,2,2011-03-03 08:00:00+00:00
356,3400,2,5,2011-03-04 08:00:00+00:00
357,1270,3,4,2011-03-04 08:00:00+00:00
358,5682,3,5,2011-03-04 08:00:00+00:00
360,39740,3,4,2011-03-06 08:00:00+00:00
361,28751,4,4,2011-03-06 08:00:00+00:00
362,29088,2,1,2011-03-08 08:00:00+00:00
363,24510,3,5,2011-03-09 08:00:00+00:00
364,24510,2,4,2011-03-09 08:00:00+00:00
365,2208,2,4,2011-03-10 08:00:00+00:00
366,7875,2,5,2011-03-10 08:00:00+00:00
367,4281,6,4,2011-03-11 08:00:00+00:00
368,2968,6,4,2011-03-14 07:00:00+00:00
370,4205,3,4,2011-03-15 07:00:00+00:00
371,5267,3,3,2011-03-15 07:00:00+00:00
373,3854,4,5,2011-03-16 07:00:00+00:00
375,1352,2,5,2011-03-16 07:00:00+00:00
376,995,2,2,2011-03-17 07:00:00+00:00
380,33172,2,5,2011-03-29 07:00:00+00:00
381,33271,2,5,2011-03-31 07:00:00+00:00
382,2551,2,5,2011-03-31 07:00:00+00:00
384,5187,2,5,2011-04-01 07:00:00+00:00
385,1382,1,4,2011-04-02 07:00:00+00:00
386,3814,1,3,2011-04-04 07:00:00+00:00
387,5459,3,5,2011-04-04 07:00:00+00:00
388,13272,1,4,2011-04-05 07:00:00+00:00
389,3009,3,2,2011-04-07 07:00:00+00:00
390,43569,3,4,2011-04-12 07:00:00+00:00
391,17440,4,5,2011-04-14 07:00:00+00:00
394,2951,8,5,2011-04-20 07:00:00+00:00
395,1958,1,4,2011-04-22 07:00:00+00:00
396,10172,4,3,2011-04-22 07:00:00+00:00
398,3042,1,4,2011-04-26 07:00:00+00:00
399,2278,1,2,2011-04-27 07:00:00+00:00
400,4348,10,5,2011-04-27 07:00:00+00:00
403,2644,8,5,2011-04-29 07:00:00+00:00
404,10878,4,5,2011-04-30 07:00:00+00:00
405,17238,4,3,2011-05-03 07:00:00+00:00
406,5682,1,5,2011-05-03 07:00:00+00:00
407,11256,4,5,2011-05-04 07:00:00+00:00
408,1964,3,3,2011-05-04 07:00:00+00:00
410,19653,4,2,2011-05-06 07:00:00+00:00
411,6667,4,5,2011-05-06 07:00:00+00:00
413,34079,1,5,2011-05-07 07:00:00+00:00
414,2157,1,4,2011-05-08 07:00:00+00:00
416,21977,1,5,2011-05-11 07:00:00+00:00
418,957,1,5,2011-05-13 07:00:00+00:00
419,2428,4,5,2011-05-14 07:00:00+00:00
420,30138,4,5,2011-05-15 07:00:00+00:00
421,23051,4,4,2011-05-16 07:00:00+00:00
423,13665,4,5,2011-05-16 07:00:00+00:00
424,2895,8,2,2011-05-17 07:00:00+00:00
425,5736,8,5,2011-05-19 07:00:00+00:00
426,4040,4,5,2011-05-23 07:00:00+00:00
427,13276,4,4,2011-05-23 07:00:00+00:00
428,3127,4,5,2011-05-24 07:00:00+00:00
432,5799,3,3,2011-06-03 07:00:00+00:00
433,4886,4,5,2011-06-03 07:00:00+00:00
435,3102,4,3,2011-06-04 07:00:00+00:00
438,2066,4,4,2011-06-07 07:00:00+00:00
439,40389,3,3,2011-06-08 07:00:00+00:00
440,15563,3,3,2011-06-08 07:00:00+00:00
441,5605,1,4,2011-06-08 07:00:00+00:00
442,34240,3,4,2011-06-09 07:00:00+00:00
444,8437,1,2,2011-06-10 07:00:00+00:00
446,36456,1,2,2011-06-10 07:00:00+00:00
447,4015,1,5,2011-06-10 07:00:00+00:00
448,17996,3,4,2011-06-11 07:00:00+00:00
449,4268,1,5,2011-06-11 07:00:00+00:00
450,4892,1,3,2011-06-11 07:00:00+00:00
451,6263,4,4,2011-06-12 07:00:00+00:00
453,6202,4,5,2011-06-12 07:00:00+00:00
454,6011,1,5,2011-06-13 07:00:00+00:00
455,34387,1,3,2011-06-13 07:00:00+00:00
456,4330,8,1,2011-06-14 07:00:00+00:00
459,39323,10,5,2011-06-15 07:00:00+00:00
460,36776,10,5,2011-06-15 07:00:00+00:00
461,26002,10,5,2011-06-15 07:00:00+00:00
462,37242,3,1,2011-06-15 07:00:00+00:00
463,6223,3,5,2011-06-16 07:00:00+00:00
464,40615,10,5,2011-06-16 07:00:00+00:00
466,31137,10,4,2011-06-16 07:00:00+00:00
467,5254,8,5,2011-06-16 07:00:00+00:00
468,6263,3,5,2011-06-16 07:00:00+00:00
469,25404,3,4,2011-06-16 07:00:00+00:00
470,1692,1,4,2011-06-17 07:00:00+00:00
471,17266,1,4,2011-06-17 07:00:00+00:00
472,6012,1,5,2011-06-17 07:00:00+00:00
473,26599,10,5,2011-06-17 07:00:00+00:00
474,37242,10,4,2011-06-17 07:00:00+00:00
476,3934,4,5,2011-06-17 07:00:00+00:00
477,2551,10,4,2011-06-18 07:00:00+00:00
478,1947,10,4,2011-06-18 07:00:00+00:00
479,2677,1,3,2011-06-18 07:00:00+00:00
480,2999,3,3,2011-06-18 07:00:00+00:00
481,6503,3,5,2011-06-19 07:00:00+00:00
482,39422,10,5,2011-06-19 07:00:00+00:00
483,5778,10,5,2011-06-19 07:00:00+00:00
485,7580,10,5,2011-06-19 07:00:00+00:00
486,890,10,5,2011-06-20 07:00:00+00:00
487,1413,10,5,2011-06-20 07:00:00+00:00
488,33704,3,1,2011-06-21 07:00:00+00:00
489,4236,10,5,2011-06-21 07:00:00+00:00
490,4181,10,5,2011-06-21 07:00:00+00:00
491,14506,10,4,2011-06-21 07:00:00+00:00
492,6538,10,5,2011-06-21 07:00:00+00:00
493,4043,1,4,2011-06-22 07:00:00+00:00
494,25726,10,5,2011-06-23 07:00:00+00:00
495,31418,10,5,2011-06-23 07:00:00+00:00
496,6692,12,5,2011-06-23 07:00:00+00:00
497,7672,3,5,2011-06-24 07:00:00+00:00
498,16150,3,3,2011-06-24 07:00:00+00:00
499,10185,4,5,2011-06-24 07:00:00+00:00
500,2568,10,5,2011-06-24 07:00:00+00:00
502,6721,10,5,2011-06-26 07:00:00+00:00
503,1543,4,4,2011-06-26 07:00:00+00:00
504,3255,4,4,2011-06-27 07:00:00+00:00
505,42463,4,5,2011-06-27 07:00:00+00:00
506,3255,3,4,2011-06-27 07:00:00+00:00
507,18736,1,5,2011-06-27 07:00:00+00:00
508,4189,1,4,2011-06-27 07:00:00+00:00
511,5014,4,5,2011-06-29 07:00:00+00:00
512,17698,4,5,2011-06-29 07:00:00+00:00
513,3329,4,5,2011-06-29 07:00:00+00:00
514,2756,1,4,2011-06-29 07:00:00+00:00
515,11637,10,5,2011-06-30 07:00:00+00:00
516,6202,10,5,2011-07-01 07:00:00+00:00
517,4714,12,4,2011-07-02 07:00:00+00:00
518,11568,4,5,2011-07-02 07:00:00+00:00
519,16409,3,4,2011-07-03 07:00:00+00:00
520,23755,10,5,2011-07-03 07:00:00+00:00
522,19603,4,3,2011-07-03 07:00:00+00:00
523,6676,4,5,2011-07-04 07:00:00+00:00
524,1978,3,5,2011-07-04 07:00:00+00:00
525,6311,10,5,2011-07-05 07:00:00+00:00
527,1058,1,5,2011-07-05 07:00:00+00:00
528,37000,1,4,2011-07-05 07:00:00+00:00
529,4384,3,3,2011-07-05 07:00:00+00:00
532,3127,8,5,2011-07-06 07:00:00+00:00
533,552,4,5,2011-07-08 07:00:00+00:00
534,40427,10,5,2011-07-09 07:00:00+00:00
535,5444,4,3,2011-07-10 07:00:00+00:00
536,2278,10,4,2011-07-11 07:00:00+00:00
538,27474,1,5,2011-07-12 07:00:00+00:00
540,9178,4,5,2011-07-14 07:00:00+00:00
541,5056,10,4,2011-07-15 07:00:00+00:00
542,1218,9,5,2011-07-15 07:00:00+00:00
543,9733,1,5,2011-07-15 07:00:00+00:00
544,3031,2,5,2011-07-15 07:00:00+00:00
545,24567,1,3,2011-07-16 07:00:00+00:00
547,4886,1,4,2011-07-16 07:00:00+00:00
548,39091,3,1,2011-07-16 07:00:00+00:00
549,3934,1,5,2011-07-19 07:00:00+00:00
551,34844,4,5,2011-07-19 07:00:00+00:00
552,6068,4,3,2011-07-20 07:00:00+00:00
553,2998,1,4,2011-07-20 07:00:00+00:00
554,29847,1,4,2011-07-20 07:00:00+00:00
557,4351,10,5,2011-07-21 07:00:00+00:00
558,38228,1,4,2011-07-21 07:00:00+00:00
559,38228,9,5,2011-07-21 07:00:00+00:00
560,2531,9,5,2011-07-21 07:00:00+00:00
561,2859,12,3,2011-07-22 07:00:00+00:00
562,22893,1,4,2011-07-23 07:00:00+00:00
563,3844,9,5,2011-07-23 07:00:00+00:00
564,12432,3,4,2011-07-23 07:00:00+00:00
565,43029,9,5,2011-07-25 07:00:00+00:00
566,11628,3,2,2011-07-26 07:00:00+00:00
567,2998,4,2,2011-07-26 07:00:00+00:00
568,3329,9,5,2011-07-27 07:00:00+00:00
569,13041,10,3,2011-07-27 07:00:00+00:00
570,3965,10,5,2011-07-27 07:00:00+00:00
571,16898,1,4,2011-07-28 07:00:00+00:00
572,159,4,5,2011-07-28 07:00:00+00:00
573,16898,4,4,2011-07-28 07:00:00+00:00
575,8148,1,1,2011-07-29 07:00:00+00:00
576,13681,1,3,2011-07-29 07:00:00+00:00
577,38750,10,5,2011-07-29 07:00:00+00:00
579,4111,4,4,2011-07-30 07:00:00+00:00
580,40504,4,3,2011-07-30 07:00:00+00:00
585,37192,4,5,2011-07-31 07:00:00+00:00
586,4774,4,5,2011-07-31 07:00:00+00:00
587,5852,1,4,2011-07-31 07:00:00+00:00
588,5159,4,4,2011-07-31 07:00:00+00:00
589,4523,4,4,2011-07-31 07:00:00+00:00
590,3785,10,5,2011-07-31 07:00:00+00:00
591,1039,1,4,2011-07-31 07:00:00+00:00
592,30933,1,5,2011-07-31 07:00:00+00:00
593,2859,4,4,2011-08-01 07:00:00+00:00
594,4766,1,5,2011-08-01 07:00:00+00:00
595,4475,12,5,2011-08-01 07:00:00+00:00
596,1215,1,5,2011-08-01 07:00:00+00:00
597,3236,10,5,2011-08-01 07:00:00+00:00
598,22680,1,5,2011-08-01 07:00:00+00:00
600,2277,4,1,2011-08-02 07:00:00+00:00
601,4176,12,3,2011-08-03 07:00:00+00:00
602,5714,1,5,2011-08-03 07:00:00+00:00
603,15504,10,5,2011-08-04 07:00:00+00:00
604,6645,3,4,2011-08-04 07:00:00+00:00
605,44298,1,5,2011-08-04 07:00:00+00:00
606,35181,8,5,2011-08-04 07:00:00+00:00
608,5775,10,5,2011-08-05 07:00:00+00:00
609,5016,3,1,2011-08-06 07:00:00+00:00
610,4586,4,4,2011-08-06 07:00:00+00:00
611,24747,1,4,2011-08-07 07:00:00+00:00
612,4996,11,3,2011-08-08 07:00:00+00:00
613,9716,3,3,2011-08-08 07:00:00+00:00
614,13505,3,1,2011-08-09 07:00:00+00:00
615,314,1,2,2011-08-09 07:00:00+00:00
616,5189,3,4,2011-08-10 07:00:00+00:00
617,13272,2,5,2011-08-10 07:00:00+00:00
618,38044,3,5,2011-08-10 07:00:00+00:00
619,40509,4,3,2011-08-10 07:00:00+00:00
620,141,3,2,2011-08-10 07:00:00+00:00
621,26326,3,5,2011-08-11 07:00:00+00:00
622,10994,4,5,2011-08-11 07:00:00+00:00
623,3915,11,5,2011-08-11 07:00:00+00:00
624,3560,4,4,2011-08-12 07:00:00+00:00
626,28542,2,5,2011-08-12 07:00:00+00:00
627,4189,3,3,2011-08-13 07:00:00+00:00
628,4313,9,3,2011-08-14 07:00:00+00:00
630,1269,11,3,2011-08-14 07:00:00+00:00
631,7498,10,5,2011-08-15 07:00:00+00:00
632,4985,3,4,2011-08-15 07:00:00+00:00
633,4393,9,5,2011-08-15 07:00:00+00:00
634,24560,1,4,2011-08-16 07:00:00+00:00
635,1730,3,2,2011-08-16 07:00:00+00:00
636,20729,1,3,2011-08-16 07:00:00+00:00
637,8114,11,4,2011-08-16 07:00:00+00:00
638,6242,1,5,2011-08-17 07:00:00+00:00
639,34610,1,5,2011-08-17 07:00:00+00:00
640,31297,11,4,2011-08-17 07:00:00+00:00
641,41840,9,5,2011-08-17 07:00:00+00:00
642,37917,4,5,2011-08-18 07:00:00+00:00
644,35151,11,3,2011-08-19 07:00:00+00:00
645,15442,9,4,2011-08-19 07:00:00+00:00
646,2469,3,5,2011-08-20 07:00:00+00:00
647,5093,4,5,2011-08-20 07:00:00+00:00
648,5714,10,5,2011-08-20 07:00:00+00:00
649,1722,8,4,2011-08-20 07:00:00+00:00
651,1382,8,5,2011-08-21 07:00:00+00:00
652,2674,1,4,2011-08-22 07:00:00+00:00
653,14259,3,4,2011-08-22 07:00:00+00:00
654,1176,10,5,2011-08-23 07:00:00+00:00
656,20361,8,5,2011-08-23 07:00:00+00:00
658,3241,10,5,2011-08-24 07:00:00+00:00
661,6683,11,4,2011-08-24 07:00:00+00:00
662,2654,11,5,2011-08-25 07:00:00+00:00
663,32297,10,5,2011-08-25 07:00:00+00:00
664,2699,9,5,2011-08-26 07:00:00+00:00
